ID,工作项类型,严重程度,标题,状态,负责人,截止日期,预估工时（小时）,已登记工时（小时）,剩余工时（小时）,重新打开-停留次数,创建者,创建时间,所属项目
#9040,缺陷,Major,ST[CRA]设备重启后，Report GNSS Information从0改为1，触发撞击后只上报CRA，不上报+DAT，且进行撞击也不上报CRA，+DAT,关闭,arthur.lee-HFSW,,0h,0h,0h,0,freda.wang-HFST,2024/1/16 11:19,GV300CEU_TZA
#9038,缺陷,Major,ST[CRA]Report GNSS Information设置0，触发撞击+DAT数据中仍包含GNSS信息,关闭,arthur.lee-HFSW,,0h,0h,0h,0,freda.wang-HFST,2024/1/16 10:56,GV300CEU_TZA
#8979,缺陷,Critical,ST[CRA]Acceleration Frequency Mode设置3或4，触发撞击不上报GTCRA报文，只上报DAT,关闭,arthur.lee-HFSW,,0h,0h,0h,1,freda.wang-HFST,2024/1/12 18:06,GV300CEU_TZA
#8949,缺陷,Critical,ST[CRA]自校准完成后，会一直上报CRA,关闭,arthur.lee-HFSW,,0h,0h,0h,0,freda.wang-HFST,2024/1/12 12:07,GV300CEU_TZA
#8932,缺陷,Major,ST[协议版本号]协议版本号没有增加,关闭,arthur.lee-HFSW,,0h,0h,0h,0,freda.wang-HFST,2024/1/11 19:52,GV300CEU_TZA
#8931,缺陷,Major,ST[CRA]Acc Samples Before/After Crash 参数范围，默认值和客户需求不一致,关闭,arthur.lee-HFSW,,0h,0h,0h,1,freda.wang-HFST,2024/1/11 19:50,GV300CEU_TZA
#8907,FAE_BUG,,SW[BB-GV300CEU_TZA]GTSVR message in GV301CEU is reporting every 13 mins instead of 10 mins[TZA],关闭,arthur.lee-HFSW,2024/2/7,0h,0h,0h,,wayne.song,2024/1/11 16:19,GV300CEU_TZA
#8623,PROTOCOL,,Modify GTCRA for GV300CEU_TZA,已完成,arthur.lee-HFSW,2024/1/10,0h,24h,0h,,arthur.lee-HFSW,2024/1/4 16:19,GV300CEU_TZA
#8193,缺陷,Critical,ST[协议问题汇总]GTURT Mode 14协议问题,关闭,arthur.lee-HFSW,,0h,4h,0h,0,vicky.huang-HFST,2023/12/22 13:47,GV350CEU
#8038,FAE_BUG,,SW[GPS-GV301CEU]Devices could not get GPS fix[TZA],NO_RESPONSE,arthur.lee-HFSW,2024/2/7,0h,0h,0h,,wayne.song,2023/12/20 11:27,GV300CEU_TZA
#7833,需求,,SW[GV300CEU_TZA]Crash detection modification[TZA],NO_RESPONSE,arthur.lee-HFSW,2024/2/7,0h,0h,0h,,wayne.song,2023/12/14 11:08,GV300CEU_TZA
#7314,FAE_BUG,,SW[BB-GV300CEU_TZA]Why watchdog reboot could recover device from BLE or GPS abnormal[TZA],RESOLVED,arthur.lee-HFSW,,0h,0h,0h,,wayne.song,2023/11/29 14:56,GV300CEU_TZA
#6634,需求,,BB[GV350CEU_GTURT] Integrate the ST2100 terminal [Ituran Br],关闭,arthur.lee-HFSW,2023/12/28,0h,24h,0h,,jose.junior,2023/11/7 22:34,GV350CEU
#10501,缺陷,Critical,ST[GTBAS]下发RTO-4后，ERI报文上报异常,关闭,archie.li-HFSW,,0h,0h,0h,0,eva.wang-HFST,2024/2/28 10:45,GV355CEU
#10497,缺陷,Critical,"ST[GTBAS]开启BTS,与BAS蓝牙配件连接成功，BTS关闭再开启，不会自动扫描连接BAS配件",关闭,archie.li-HFSW,,0h,0h,0h,0,eva.wang-HFST,2024/2/28 10:14,GV355CEU
#10412,FAE_BUG,,BB[GV57CEU_ITR/GTBID] Does not generate event GTBAA [Ituran Br],关闭,archie.li-HFSW,,0h,1h,0h,,jose.junior,2024/2/26 19:39,GV57CEU_ITR
#10326,缺陷,Major,"ST[BTS]开启BAS，ERI Mask100,5min开关BTS，之后GTERI报文中无蓝牙配件信息，也不上报BAS里面配置的GTBAA报文，可以上报GTBID",关闭,archie.li-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/2/23 10:13,GV57CEU
#10276,缺陷,Major,ST[ERI]配置BAS，FRI开启ERI Mask100之后，reset  BAS配置，GTERI报文中之前连接的蓝牙配置MAC地址全为F,关闭,archie.li-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/2/22 13:42,GV57CEU
#10272,缺陷,Major,ST[CAN]RTO-4-BAS再重新配置CAN（或重启设备），概率性出现连接成功后断开连接,待处理,archie.li-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2024/2/22 11:58,GV310LAU
#10230,缺陷,Major,ST[BAS]RTO-RESET清除BAS配置后设备上报异常BAR报文,关闭,archie.li-HFSW,,0h,0h,0h,0,mika.li-HFST,2024/2/21 15:49,GV57CEU
#10228,缺陷,Critical,ST[GTBAS]下发GTBAS命令-Accessory Type为2，Accessory Model为1，部分参数回读为空,关闭,archie.li-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2024/2/21 15:33,GV350CEU
#10209,缺陷,Critical,ST[BAS]BAS中Index=3无法读取到正确的参数,关闭,archie.li-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2024/2/21 10:34,GV310LAU
#10175,缺陷,Critical,ST[GTBAS]配置Accessory Type为7，下发RTO-4后仍上报GTBAR报文,关闭,archie.li-HFSW,,0h,0h,0h,0,leon.zhou-HFST,2024/2/20 14:06,GV355CEU
#9984,缺陷,Major,ST【BAS】RTO-4后，设备仍然上报BAR报文,关闭,archie.li-HFSW,,0h,0h,0h,0,drake.yao-HFST,2024/2/5 10:09,GV58CEU
#9889,缺陷,Major,ST[BAS]设备通过MT蓝牙连接设备下发全配后，RTO-4后，仍上报无MAC的BAR报文,关闭,archie.li-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2024/2/4 11:10,GV310LAU
#9755,缺陷,Critical,ST[CAN]设备连接上蓝牙3.0CAN，状态始终是0,关闭,archie.li-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2024/2/1 16:17,GV310LAU
#9751,任务,,GV300CAN: CEABS Serviços S.A.定制参数,已完成,archie.li-HFSW,2024/2/4,0h,0h,0h,,nancy.yin-HFPM,2024/2/1 15:33,GV300CAN
#9729,缺陷,Critical,通过蓝牙MT或者手机连接设备，设备异常重启,关闭,archie.li-HFSW,,0h,0.5h,0h,2,leon.zhou-HFST,2024/2/1 14:30,GV355CEU
#9718,缺陷,Major,ST[BDI]循环下发BDI指令1000次后，出现蓝牙不广播,LOG_Req,archie.li-HFSW,,0h,1h,0h,0,shyla.wu-HFST,2024/2/1 11:41,GV57CEU_ITR
#9655,缺陷,Major,ST[BLE]设备与CAN连接挂机，一段时间后CAN报文中一段时间state=0后又变成1,待处理,archie.li-HFSW,,0h,0h,0h,0,nina.du-HFST,2024/1/31 10:11,GV58LAU
#9532,FAE_BUG,,SW[GV310LAU] GTBTI command [FAE México],REJECTED,archie.li-HFSW,,0h,0h,0h,,felipe.mendez,2024/1/30 3:03,GV310LAU
#9511,任务,,调整GTSRI/GTURT功能,已完成,archie.li-HFSW,2024/3/1,0h,0h,0h,,claire.liu-HFSW,2024/1/29 15:36,GV305CEU_GEOD
#9477,缺陷,Major,ST【GTBID】Keyfob Detection Mode为1和2时，点火运动扫描上报BID中Number数量与协议不符,关闭,archie.li-HFSW,,0h,1h,0h,0,drake.yao-HFST,2024/1/26 18:19,GV56_ITR
#9456,缺陷,Major,ST[HEXCAN]副串接tachograph，从THR100中获取tachograph information数据，上报为小写，与协议不符,已修复,archie.li-HFSW,,0h,0.5h,0h,0,anna.kong-HFST,2024/1/26 16:13,GV300CAN
#9440,缺陷,Major,ST[HEXCAN]HEXCAN未实现里程突变时要求采样30次才上报突变数据,已修复,archie.li-HFSW,,0h,1.5h,0h,0,anna.kong-HFST,2024/1/26 14:59,GV300CAN
#9420,缺陷,Major,"ST[HEX]HEX上报时，重启设备，开机先报IGF,第五条才报PNA",待处理,archie.li-HFSW,,0h,1.5h,0h,0,anna.kong-HFST,2024/1/26 11:12,GV300CAN
#9386,缺陷,Major,ST[BAS]wth300广播温度零下的时候，上报上来的Accessory Temperature不是实际广播值取整，而是取整后再减1,关闭,archie.li-HFSW,,0h,0h,0h,0,dale.liang-HFST,2024/1/25 13:44,GV58CEU
#9282,缺陷,Critical,ST[BID]Ignition OFF Debounce设为300s，熄火后不到1min就上报了BKL,关闭,archie.li-HFSW,,0h,0.5h,0h,0,shyla.wu-HFST,2024/1/23 10:18,GV57CEU_ITR
#9274,缺陷,Critical,ST【CFU】设备连接3.0can升级固件，概率性出现升级过程中设备重启,关闭,archie.li-HFSW,,0h,0h,0h,0,drake.yao-HFST,2024/1/22 18:53,GV56_ITR
#9266,缺陷,Major,ST[GSM]Discard No Fix为1，定位失败环境下不报FRI报文，但是会上报GSM-FRI报文,关闭,archie.li-HFSW,,0h,0h,0h,0,drake.yao-HFST,2024/1/22 16:40,GV56_ITR
#9265,缺陷,Critical,ST【ODO】UPD升级，升级回来里程值回退,已修复,archie.li-HFSW,,0h,0h,0h,0,drake.yao-HFST,2024/1/22 16:32,GV56_ITR
#9241,缺陷,Major,ST[BID]Keyfob Detection Mode为3，点火上报GTBKS之后更改Keyfob Detection Mode为2，熄火还会上报GTBKL,关闭,archie.li-HFSW,,0h,1h,0h,0,shyla.wu-HFST,2024/1/22 13:31,GV57CEU_ITR
#9230,缺陷,Major,ST[BID]协议上规定MAC List为12*75，实际查询单次是60个,关闭,archie.li-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/1/22 10:49,GV57CEU_ITR
#9226,缺陷,Critical,ST[BID]Ignition OFF Debounce默认值和范围与协议不一致,关闭,archie.li-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/1/22 10:20,GV57CEU_ITR
#9222,缺陷,Normal,ST[CAN]升级3.XCAN低概率升级失败,待处理,archie.li-HFSW,,0h,0h,0h,0,nina.du-HFST,2024/1/22 9:55,GV305CEU
#9211,缺陷,Major,"ST[BTS]连接手机APP（queclink-test-app）之后，下发一次错误的AT之后，设备就连不上APP,必须下发两次才正常",关闭,archie.li-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/1/20 13:49,GV57CEU_ITR
#9187,缺陷,Major,ST[BID]熄火上报GTBKL之后点火（未上报GTBKS）立马RTO-3重启，重启回来不上报GTBKS，熄火超时会上报GTBKL,关闭,archie.li-HFSW,,0h,1h,0h,0,shyla.wu-HFST,2024/1/19 15:41,GV57CEU_ITR
#9181,缺陷,Critical,ST【CFU】GV56连接3.0can升级问题,关闭,archie.li-HFSW,,0h,3h,0h,0,drake.yao-HFST,2024/1/19 14:30,GV56
#9179,缺陷,Major,ST[GSM]Discard No Fix为1，定位失败环境下不报FRI报文，但是会上报GSM-FRI报文,关闭,archie.li-HFSW,,0h,1h,0h,0,drake.yao-HFST,2024/1/19 14:18,GV56
#9149,缺陷,Major,ST[CAN]断电再上电蓝牙CAN，设备概率性不只上报一次BCS,关闭,archie.li-HFSW,,0h,0h,0h,0,nina.du-HFST,2024/1/18 15:29,GV58LAU
#9143,缺陷,Critical,"ST[BID]设备RTO重启回来，不按键WKF300,设备扫描不到WKF300,上报GTBKU",关闭,archie.li-HFSW,,0h,1h,0h,0,shyla.wu-HFST,2024/1/18 14:44,GV57CEU_ITR
#9141,缺陷,Critical,ST[BID]Keyfob Detection Mode 3，开启Push Button Event，配置多个MAC地址，按键会上报GTBAA-04,关闭,archie.li-HFSW,,0h,0.5h,0h,0,shyla.wu-HFST,2024/1/18 14:17,GV57CEU_ITR
#9138,缺陷,Critical,ST[BID]配置输出后，上报GTBKS会触发输出，GTBKL会置灭输出,关闭,archie.li-HFSW,,0h,1h,0h,0,shyla.wu-HFST,2024/1/18 14:01,GV57CEU_ITR
#9088,缺陷,Major,ST[BID&OUT]下发BID指令，Output Status为3下发返回OK,关闭,archie.li-HFSW,,0h,0h,0h,0,nina.du-HFST,2024/1/17 11:34,GV58LAU
#9070,缺陷,Major,ST[BID&OUT]下发BID指令，Output Status为3下发返回OK,关闭,archie.li-HFSW,,0h,1h,0h,0,nina.du-HFST,2024/1/16 19:18,GV305CEU
#9060,缺陷,Critical,ST[BID]Ignition OFF Debounce设为0，熄火不会立刻上报GTBKL,关闭,archie.li-HFSW,,1h,1h,0h,0,shyla.wu-HFST,2024/1/16 16:10,GV57CEU_ITR
#9058,缺陷,Critical,ST[BID]点火扫描到和熄火也会上报GTBKU,关闭,archie.li-HFSW,,0.5h,0.5h,0h,0,shyla.wu-HFST,2024/1/16 15:34,GV57CEU_ITR
#9055,FAE_BUG,,GV300CAN设备无法执行AT+GTCAN指令，PCB元件丢失与电池鼓包问题[Tunav],RESOLVED,archie.li-HFSW,,0h,0h,0h,,joseph.zhang,2024/1/16 15:17,GV300CAN
#8976,缺陷,Critical,ST[BTS]当Discoverable Mode从3切换到5时，APP连接不上设备（queclink-test-app），不上报GTBIM,关闭,archie.li-HFSW,,1h,3h,0h,1,shyla.wu-HFST,2024/1/12 17:12,GV57CEU_ITR
#8967,缺陷,Critical,ST[BID]点火扫描不到WKF300不上报GTBKU,关闭,archie.li-HFSW,,1h,1.5h,0h,1,shyla.wu-HFST,2024/1/12 16:23,GV57CEU_ITR
#8961,缺陷,Critical,ST[BID]熄火会上报GTBKS,关闭,archie.li-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/1/12 15:36,GV57CEU_ITR
#8960,缺陷,Critical,ST[BID]点火不上报GTBBL，熄火才上报,关闭,archie.li-HFSW,,0.5h,1.5h,0h,1,shyla.wu-HFST,2024/1/12 15:32,GV57CEU_ITR
#8926,缺陷,Critical,"ST[BID]开启WKF300，设备会频繁上报GTBBL,不是按照30S间隔上报4次",关闭,archie.li-HFSW,,0h,0h,0h,1,shyla.wu-HFST,2024/1/11 19:15,GV57CEU_ITR
#8922,缺陷,Critical,ST[BID]帮忙确认GTBBL报文是否只有在Keyfob Detection Mode为3时才会上报,关闭,archie.li-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/1/11 18:52,GV57CEU_ITR
#8920,缺陷,Critical,ST[BID]上报的GTBBL报文中无电池电压和MAC地址,关闭,archie.li-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/1/11 18:48,GV57CEU_ITR
#8919,缺陷,Critical,ST[BID]WKF300电压为3V多，也会触发BBL上报,关闭,archie.li-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/1/11 18:44,GV57CEU_ITR
#8917,缺陷,Critical,ST[BID]Keyfob Detection Mode设置为3，下发失败,关闭,archie.li-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/1/11 18:25,GV57CEU_ITR
#8896,缺陷,Critical,ST[ALM]RTO-2可以查询到BAS,关闭,archie.li-HFSW,,0h,2h,0h,0,shyla.wu-HFST,2024/1/11 13:45,GV57CEU_ITR
#8829,缺陷,Critical,ST[BID]WKF300电量低于2.35V时，无GTBBL报文上报,关闭,archie.li-HFSW,,1h,1h,0h,0,shyla.wu-HFST,2024/1/9 18:23,GV57CEU_ITR
#8811,缺陷,Critical,ST[BID]熄火上报GTBKL报文中的MAC为0,关闭,archie.li-HFSW,,2h,2h,0h,0,shyla.wu-HFST,2024/1/9 16:16,GV57CEU_ITR
#8804,缺陷,Critical,ST[BID]Keyfob Detection Mode为3，点火时不上报GTBKS,关闭,archie.li-HFSW,,0.5h,1.5h,0h,1,shyla.wu-HFST,2024/1/9 15:35,GV57CEU_ITR
#8797,缺陷,Critical,ST[BID]开启WKF300之后，一直频繁上报GTBAA-11/12报文,关闭,archie.li-HFSW,,0.5h,0.5h,0h,0,shyla.wu-HFST,2024/1/9 14:50,GV57CEU_ITR
#8784,缺陷,Critical,ST[BDI]协议上定义单次包含20个ID，但实际包含75个,关闭,archie.li-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/1/9 11:54,GV57CEU_ITR
#8783,缺陷,Critical,ST[BDI]最多只能设置75个ID，与协议不符,关闭,archie.li-HFSW,,0.5h,0.5h,0h,0,shyla.wu-HFST,2024/1/9 11:49,GV57CEU_ITR
#8695,缺陷,Major,ST[BTS]queclink-test-app连接成功之后点击APP-Current Status，上报的GTBIM报文中的部分信息不对,关闭,archie.li-HFSW,,0h,1h,0h,0,shyla.wu-HFST,2024/1/5 18:17,GV57CEU_ITR
#8645,缺陷,Critical,ST[BTS]协议上Bluetooth Service的取值范围为7（bit全部勾选），实际不勾选也可以下发成功,关闭,archie.li-HFSW,,0.5h,0.5h,0h,1,shyla.wu-HFST,2024/1/5 10:47,GV57CEU_ITR
#8633,缺陷,Critical,ST[BTS]PIN Code改变不生效，回读仍为123456,关闭,archie.li-HFSW,,0.5h,0.5h,0h,0,shyla.wu-HFST,2024/1/4 19:15,GV57CEU_ITR
#8632,缺陷,Critical,ST[BTS]PIN Need设为1，回读不起作用,关闭,archie.li-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/1/4 19:09,GV57CEU_ITR
#8628,缺陷,Critical,ST[BTS]按照#7452中记录将GTBTS的Bluetooth Service的bit0变为reserved,关闭,archie.li-HFSW,,0.5h,0.5h,0h,1,shyla.wu-HFST,2024/1/4 17:29,GV57CEU_ITR
#8589,缺陷,Critical,ST[BTS]当Discoverable Mode不设为5时，APP连接不上设备（queclink-test-app），不上报GTBIM,关闭,archie.li-HFSW,,0.5h,0.5h,0h,0,shyla.wu-HFST,2024/1/4 11:32,GV57CEU_ITR
#8585,缺陷,Critical,ST[BTS]Discoverable Mode设为5时此时Discoverable Time不起作用,关闭,archie.li-HFSW,,0.5h,0.5h,0h,0,shyla.wu-HFST,2024/1/4 10:40,GV57CEU_ITR
#8577,缺陷,Critical,ST[BTS]BTS默认开启，实际是关闭的,关闭,archie.li-HFSW,,0.5h,0.5h,0h,0,shyla.wu-HFST,2024/1/3 19:05,GV57CEU_ITR
#8540,缺陷,Major,HT【CAN】打标时，CAN_SN无法读取,关闭,archie.li-HFSW,,0h,0h,0h,0,alina.zhang-HFHT,2024/1/3 10:40,GV300CAN_MOB
#8511,缺陷,Critical,ST[IDA]Timeout After Ignition Off设置为0时，点火授权后，设备重启，设备会失去授权,关闭,archie.li-HFSW,,0h,0.5h,0h,0,drake.yao-HFST,2024/1/2 11:38,GV56_ITR
#8484,缺陷,Critical,ST[IDA]设备点火授权，RTO重启后会退出授权,关闭,archie.li-HFSW,,0h,0h,0h,0,ida.li-HFST,2023/12/29 14:57,GV56
#8454,缺陷,Major,ST[HEXCAN]副串接tachograph，司机卡在卡槽2，GTCAN报文中tachograph driver ID/name不能更新为司机卡的ID和name,关闭,archie.li-HFSW,,0h,1h,0h,0,anna.kong-HFST,2023/12/28 18:50,GV300CAN
#8433,缺陷,Major,ST[ASCII CAN]ASCII CAN设备，HEX上报，RSP/EVT上报VIN为00000000000000000,关闭,archie.li-HFSW,,0h,1h,0h,0,anna.kong-HFST,2023/12/28 15:48,GV300CAN
#8431,缺陷,Major,ST[HEX上报]hex上报时，RSP/EVT上报can data，CANBUS Report Mask上报为F07FFFFF，应为307FFFFF,关闭,archie.li-HFSW,,0h,2.5h,0h,1,anna.kong-HFST,2023/12/28 15:28,GV300CAN
#8429,缺陷,Critical,ST[SRI]HEX上报，HRM配置RSP/EVT均上报CAN DATA，重启设备，上报的PFA和开机上报的STT/IGN/MPN/ANT都不报can data,关闭,archie.li-HFSW,,0h,0h,0h,0,anna.kong-HFST,2023/12/28 15:16,GV300CAN
#8378,缺陷,Critical,ST[HEXCAN]上报GTCAN报文HEX格式report mask错误,关闭,archie.li-HFSW,,0h,1.5h,0h,1,anna.kong-HFST,2023/12/27 15:49,GV300CAN
#8343,缺陷,Critical,ST[CAN]CAN接车同步上报的CAN数据出现AT指令,关闭,archie.li-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2023/12/27 11:00,GV310LAU
#8333,FAE_BUG,,GV56  DNS no message issue,NO_FEEDBACK,archie.li-HFSW,,0h,3h,0h,,joseph.zhang,2023/12/26 18:43,GV56
#8331,缺陷,Major,HT【Low值】内外电low值偏大,关闭,archie.li-HFSW,,0h,2h,0h,0,alina.zhang-HFHT,2023/12/26 18:27,GV300CAN_MOB
#8130,缺陷,Major,ST[BTI]BTI报文中无法读取到Connected Device Name,关闭,archie.li-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2023/12/21 15:10,GV310LAU
#8116,缺陷,Critical,ST[HEXCAN]与THR100交互功能未实现,关闭,archie.li-HFSW,,0h,0h,0h,0,anna.kong-HFST,2023/12/21 11:54,GV300CAN
#8103,缺陷,Normal,ST[HEXCAN]不支持Electric Report Mask中数据上报,待处理,archie.li-HFSW,,0h,2h,0h,0,anna.kong-HFST,2023/12/21 10:54,GV300CAN
#7786,PROTOCOL,,新增命令AT+GTIDS命令,已完成,archie.li-HFSW,,0h,1.5h,0h,,archie.li-HFSW,2023/12/13 11:55,GV75W
#7766,FAE_BUG,,SW[GV310LAU_R02A04V10] GTBCS/GTBDS report missing [Hunter],RESOLVED,archie.li-HFSW,2023/12/14,0h,0.5h,0h,,felipe.mendez,2023/12/13 6:55,GV310LAU
#7638,任务,,GV300CAN 标准版支持1.09硬件（HEX CAN）,已完成,archie.li-HFSW,2023/12/29,0h,9h,0h,,nancy.yin-HFPM,2023/12/8 13:12,GV300CAN
#7561,任务,,AT+GTBID命令调整,已完成,archie.li-HFSW,,0h,0h,0h,,todd.zheng-HFSW,2023/12/6 18:58,GV57CEU_ITR
#7560,任务,,AT+GTBDI命令添加,已完成,archie.li-HFSW,,0h,11h,0h,,todd.zheng-HFSW,2023/12/6 18:57,GV57CEU_ITR
#7559,任务,,AT+GTBTS命令调整,已完成,archie.li-HFSW,,0h,28h,0h,,todd.zheng-HFSW,2023/12/6 18:56,GV57CEU_ITR
#7427,缺陷,Major,ST[CLT]发送模拟数据，触发CLT报警后停止发送数据，30s后再恢复数据，还会再触发相同的CLT报警,关闭,archie.li-HFSW,,0h,0h,0h,0,anna.kong-HFST,2023/12/1 17:07,GV300CAN_MOB
#7290,需求,,BB[GV56ITR_GTEPS] Change the maximum value of the <Max Treshold> parameter [Ituran Br],WAIT_RELEASE,archie.li-HFSW,2023/12/15,0h,0h,0h,,jose.junior,2023/11/28 23:38,GV56_ITR
#7289,需求,,BB[GV56ITR_GTVVS] In the voltage parameter <Ignition On Voltage2> [Ituran Br],WAIT_RELEASE,archie.li-HFSW,2023/12/15,0h,0h,0h,,jose.junior,2023/11/28 23:29,GV56_ITR
#7238,需求,,BB[GV56ITR_GTIDA] Generate new reports according to the <ID Report Type> parameter [Ituran Br],WAIT_RELEASE,archie.li-HFSW,2023/12/15,0h,0h,0h,,jose.junior,2023/11/27 23:19,GV56_ITR
#6800,缺陷,Major,ST[HEX CAN]下发GNSS Assisted Mode=1后，设备不断异常重启，只出现一次未复现,关闭,archie.li-HFSW,,0h,0h,0h,0,anna.kong-HFST,2023/11/13 17:02,GV300CAN_MOB
#6256,需求,,BB[BLE] New BLE feature for vehicle sharing [Ituran Br],NO_FEEDBACK,archie.li-HFSW,,0h,0h,0h,,fpcastillo,2023/10/26 4:48,GV57CEU_ITR
#5649,FAE_BUG,,SW[GV310LAU] Ghost device status error [FAE Mexico],REJECTED,archie.li-HFSW,,0h,0h,0h,,felipe.mendez,2023/10/7 0:35,GV310LAU
#5574,缺陷,Critical,ST[BID]ELA无法触发输出,关闭,archie.li-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2023/9/27 11:42,GV57CG
#4035,缺陷,Major,ST[BID]使能WID310授权IDA，WID310 Detection Mode=3，设备熄火不根据WID310 IGF Report Interval上报BID/FRI报文,关闭,archie.li-HFSW,,0h,1h,0h,0,dale.liang-HFST,2023/8/12 20:04,GV58CEU
#3012,PROTOCOL,,GV58LAU + GV58LAU SVR Combo,已完成,archie.li-HFSW,,0h,1h,0h,,archie.li-HFSW,2023/7/18 10:52,GV58LAU
#2753,缺陷,Major,ST[GTBID]扫描到WKF300，上报BAA-12，退出报警同时会再次报警，然后再次退出,关闭,archie.li-HFSW,,0h,2h,0h,0,tina.zhao-HFHW,2023/7/12 9:50,GV305CEU
#2679,缺陷,Normal,ST[BAS]detect interval = 60s，设备点火动后30s静止，不上报扫描到的WKF300,关闭,archie.li-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2023/7/10 18:53,GV310LAU
#10556,FAE_BUG,,MT[GV58LAU] FVR mask addition error [Hunter],RESOLVED,allen.zhang-HFSW,,0h,0h,0h,,felipe.mendez,2024/2/29 7:52,GV58LAU
#10242,缺陷,Major,ST[BTSVR]设置主设备配置MAC和IMEI正确，从设备配置MAC错误，之后主从设备连接失败，主设备在判断每次的6次8s的超时之前会出现连接之后数据交互失败没有计数retry次数,待讨论,allen.zhang-HFSW,,2h,1h,1h,0,daisy.yu-HFST,2024/2/21 17:01,GV58CEU_Pro
#10239,任务,,GV58CEU：Saudi Tracking Solutions 客户定制参数包,已完成,allen.zhang-HFSW,2024/2/23,4h,3h,1h,,nancy.yin-HFPM,2024/2/21 16:33,GV58CEU
#10220,缺陷,Normal,ST[ACJ]开启ACJ mode=1，Hijack按钮后没有弹起来，然后点火，先后上报GTACJ-03，02类型的报文,关闭,allen.zhang-HFSW,,3h,3h,0h,0,kivi.luo-HFST,2024/2/21 14:04,GV57CEU
#10171,任务,,【internel】GB100CG office tests showed a increased power consumption  in Agilent tests,进行中,allen.zhang-HFSW,2024/2/29,0h,2h,0h,,janwen.zhang-HFPD,2024/2/20 13:14,GB100CG
#9986,缺陷,Major,ST[BTTHC]Match offset设置多个Data后，上报的温度值错误,关闭,allen.zhang-HFSW,,2.5h,2.5h,0h,0,janet.he-HFST,2024/2/5 10:29,GV58CEU_Pro
#9975,缺陷,Normal,ST[BTSVR]设备SVR连接成功期间下发BTADV命令打开主机蓝牙广播，蓝牙正常广播,待讨论,allen.zhang-HFSW,,0h,0h,0h,0,janet.he-HFST,2024/2/4 19:04,GV58CEU_Pro
#9971,缺陷,Major,ST[BTSVR]主从设备配对成功，挂机一段时间后，主机的网络注册状态变为注册成功,待处理,allen.zhang-HFSW,,0h,2h,0h,0,janet.he-HFST,2024/2/4 17:34,GV58CEU_Pro
#9801,缺陷,Major,ST[ETH]Type 80配置的温度传感器，温度值上报错误,关闭,allen.zhang-HFSW,,2h,2h,0h,0,janet.he-HFST,2024/2/2 12:03,GV58CEU_Pro
#9798,缺陷,Critical,ST[UPC]升级全配置文件，部分参数丢失,关闭,allen.zhang-HFSW,,2h,2h,0h,0,nina.du-HFST,2024/2/2 11:23,GV58LAU
#9620,缺陷,Normal,ST[BTTHC]ETH Type设置为90时，将Humidity data Length设置为0，Data 122中上报的湿度数据不为FF,关闭,allen.zhang-HFSW,,2h,2h,0h,0,janet.he-HFST,2024/1/30 19:15,GV58CEU_Pro
#9616,缺陷,Major,ST[BTTHC]BTTHC中Match Data不起作用,关闭,allen.zhang-HFSW,,2h,2h,0h,0,janet.he-HFST,2024/1/30 18:42,GV58CEU_Pro
#9614,缺陷,Major,ST[BTTHC]根据BTTHC中算出的温度值与实际上报的温湿度值不一致,关闭,allen.zhang-HFSW,,4h,4h,0h,1,janet.he-HFST,2024/1/30 18:20,GV58CEU_Pro
#9605,缺陷,Major,ST[ETH]WMS301的湿度值上报与实际湿度值不一致,关闭,allen.zhang-HFSW,,1.5h,1.5h,0h,0,janet.he-HFST,2024/1/30 17:06,GV58CEU_Pro
#9587,缺陷,Normal,ST[BTTHC]建议Match Data Length与Match Data实际下发长度不匹配时，返回NACK,关闭,allen.zhang-HFSW,,1.5h,1.5h,0h,0,janet.he-HFST,2024/1/30 15:11,GV58CEU_Pro
#9492,缺陷,Normal,ST[CRA]首次打开CRA，且配置最大的上报数据，会上报两条相同的CRA报文,关闭,allen.zhang-HFSW,,3h,3h,0h,0,abel.xiang-HFST,2024/1/29 10:39,GB100CG
